frame_index,X_pose,X_step
40,"[-1.4458320140838623, -1.4631381034851074, 0.5617249608039856, 1.199939250946045, -0.42629894614219666, -0.43006470799446106, -7.140944480895996, -6.011907577514648, -0.27199962735176086, -0.08870600908994675, -0.019088368862867355, -0.11303999274969101, 0.11803523451089859, 0.09735210984945297, -0.11895871162414551, -0.09051602333784103, -0.05715794861316681, -0.13960519433021545, -0.08988434076309204, 0.0586053691804409, 0.5221299529075623, 0.4472198188304901, -0.09085223823785782, -0.04449092596769333, 0.025479840114712715, 0.015856284648180008]","[1.0, 8.2712898949539e-23, 0.0, 0.0]"
41,"[-1.4132500886917114, -1.4704493284225464, 0.4619966149330139, 1.189444899559021, -0.5307105779647827, -0.3233826160430908, -2.6927578449249268, -4.267916679382324, -0.14478525519371033, 0.14061085879802704, 0.14630694687366486, 0.02923409454524517, 0.19946913421154022, -0.07362645864486694, -0.1245744451880455, 0.2902410626411438, 0.1463451087474823, -0.22728762030601501, 0.48288586735725403, -0.059730056673288345, 0.33163923025131226, 0.8528892993927002, 0.41740697622299194, -0.03777903690934181, 0.04779714718461037, 0.010999135673046112]","[1.0, 9.572568338480066e-23, 0.0, 0.0]"
42,"[-1.3991895914077759, -1.491363286972046, 0.40663376450538635, 1.1681185960769653, -0.44310659170150757, -0.26196321845054626, -3.677588701248169, -4.316818714141846, -0.1242898553609848, 0.12272678315639496, 0.0810527577996254, 0.023135611787438393, 0.0869552344083786, -0.031048214063048363, 0.11829821020364761, 0.4237455129623413, 0.3190971314907074, -0.2069418728351593, 0.7449540495872498, -0.012107760645449162, -0.08199974149465561, 0.2584792375564575, 0.35811755061149597, -0.07361296564340591, 0.3277617394924164, -0.017824457958340645]","[1.0, 1.1078571964129188e-22, 0.0, 0.0]"
43,"[-1.4205838441848755, -1.4802563190460205, 0.4600733518600464, 1.182063341140747, -0.48701211810112, -0.3157830834388733, -1.827895164489746, -3.053290843963623, -0.17537298798561096, -0.06124216318130493, -0.011853434145450592, -0.05986494943499565, -0.059439461678266525, -0.04946773126721382, -0.12438977509737015, 0.01277388446033001, -0.09014789760112762, -0.332163006067276, -0.23060475289821625, -0.2889249920845032, 0.09346278756856918, -0.02533290721476078, 0.02175173908472061, -0.048233237117528915, 0.11011792719364166, -0.07095567137002945]","[1.0, 1.2821503967318562e-22, 0.0, 0.0]"
44,"[-1.4237748384475708, -1.5009490251541138, 0.46541184186935425, 1.1399365663528442, -0.5219157338142395, -0.32604554295539856, -2.6157586574554443, -3.8062806129455566, -0.2133880853652954, -0.16986705362796783, -0.10207607597112656, -0.1494947224855423, -0.009643622674047947, 0.032713521271944046, -0.06330996751785278, 0.0005299145705066621, -0.280229777097702, -0.20728273689746857, -0.3287675678730011, -0.30683693289756775, 0.23383302986621857, -0.10145579278469086, -0.05430949479341507, -0.07166915386915207, 0.0414014607667923, -0.02509957179427147]","[1.0, 1.4838645283340208e-22, 0.0, 0.0]"
45,"[-1.42731773853302, -1.5032789707183838, 0.4658181965351105, 1.134516954421997, -0.5281156301498413, -0.33484509587287903, -2.9448740482330322, -4.196510314941406, -0.2765156328678131, -0.06565084308385849, -0.048000138252973557, -0.07731330394744873, -0.08430416136980057, -0.05631144717335701, -0.023638809099793434, -0.15185891091823578, 0.5719287395477295, 0.08710736781358719, 0.10570938140153885, 0.028188742697238922, -0.07683674991130829, 0.3949803411960602, 0.06987417489290237, -0.11016417294740677, 0.02503998391330242, -0.07729188352823257]","[1.0, 1.717313208866906e-22, 0.0, 0.0]"
46,"[-1.4053810834884644, -1.5184296369552612, 0.41644778847694397, 1.105215311050415, -0.5624289512634277, -0.36618807911872864, -8.984704971313477, -5.352996349334717, -0.2891704738140106, -0.13528454303741455, -0.07280538231134415, -0.12434245645999908, 0.1328016072511673, 0.006803786847740412, -0.1601387858390808, -0.1081772968173027, -0.3545547425746918, 0.006036750972270966, 0.4016130268573761, -0.2342597097158432, 0.32080692052841187, 0.24069510400295258, 0.06878142058849335, -0.08836332708597183, 0.00793647300451994, -0.0940883532166481]","[1.0, 1.9874889812274743e-22, 0.0, 0.0]"
47,"[-1.3907945156097412, -1.5019288063049316, 0.3759673833847046, 1.1180931329727173, -0.7045224905014038, -0.3986133337020874, -1.4897605180740356, -3.942643404006958, -0.2578793466091156, 0.12557099759578705, 0.11175353825092316, 0.18065279722213745, -0.1204022616147995, 0.029991187155246735, 0.332945853471756, -0.01249747071415186, 0.4568241834640503, -0.18803943693637848, 0.04304599389433861, 0.0004777245339937508, 0.8532008528709412, 0.15054701268672943, 0.18777607381343842, 0.03395840898156166, -0.08489453047513962, -0.09615356475114822]","[1.0, 2.3001704724275234e-22, 0.0, 0.0]"
48,"[-1.365788459777832, -1.513878345489502, 0.3343997299671173, 1.1106384992599487, -0.7059468030929565, -0.36783960461616516, -1.1680012941360474, -3.9369990825653076, -0.2431139051914215, -0.1100805327296257, -0.08647885173559189, -0.08904321491718292, -0.13643495738506317, -0.08435529470443726, 0.11801520735025406, -0.032033681869506836, -0.2868916690349579, 0.04023498296737671, -0.08064235746860504, -0.08350324630737305, 0.14726434648036957, -0.10651521384716034, 0.18577465415000916, -0.03816154971718788, 0.04366346076130867, 0.12150346487760544]","[1.0, 2.6620440674997064e-22, 0.0, 0.0]"
49,"[-1.4017164707183838, -1.467877745628357, 0.3682582676410675, 1.1369798183441162, -0.8858874440193176, -0.3681417405605316, -1.061632752418518, -2.1730525493621826, -0.2718488574028015, -0.13466084003448486, -0.14535987377166748, -0.1267772763967514, -0.09905510395765305, -0.08957595378160477, 0.06815296411514282, -0.1351725161075592, -0.2669358551502228, 0.23043039441108704, -0.07029727101325989, -0.24227012693881989, 1.5050777196884155, 1.5825251340866089, 0.3065519630908966, 0.34793421626091003, 0.47168636322021484, 0.6904637217521667]","[1.0, 3.0808494385573277e-22, 0.0, 0.0]"
50,"[-1.3872448205947876, -1.4509806632995605, 0.343454509973526, 1.1089550256729126, -0.8866921663284302, -0.32582446932792664, -1.22345769405365, -2.596200704574585, -0.17877814173698425, -0.14882533252239227, -0.08229328691959381, -0.09999784082174301, -0.06898146122694016, -0.08345337957143784, -0.04078400507569313, -0.14453940093517303, -0.23381373286247253, 0.16399724781513214, -0.08381810784339905, 0.009669901803135872, 1.4132317304611206, 1.7458652257919312, 0.27603834867477417, 0.19667306542396545, 0.5731269121170044, 0.4674314856529236]","[1.0, 3.565543501644884e-22, 0.0, 0.0]"
51,"[-1.368615746498108, -1.4397921562194824, 0.3097077012062073, 1.1306419372558594, -0.8077808022499084, -0.37911346554756165, -1.191523551940918, -2.8017375469207764, -0.1207311749458313, 0.02835713140666485, 0.10089319199323654, 0.03360414505004883, 0.12037363648414612, -0.053574398159980774, -0.13576482236385345, -0.07037532329559326, -0.28685837984085083, 0.23564636707305908, -0.32489916682243347, 0.04672006890177727, 0.014527490362524986, -0.1096731647849083, -0.07970644533634186, -0.012370787560939789, -0.015538881532847881, -0.050357382744550705]","[1.0, 4.1264917628392345e-22, 0.0, 0.0]"
52,"[-1.349630355834961, -1.4334148168563843, 0.3472752869129181, 1.1249715089797974, -0.7052944302558899, -0.3916001319885254, -1.0983957052230835, -2.4397785663604736, -0.0625506117939949, -0.07122925668954849, -0.0010176318464800715, -0.04083280637860298, 0.005557134281843901, -0.03746022284030914, -0.08673736453056335, 0.4531666338443756, 0.19378326833248138, -0.24883338809013367, -0.28968676924705505, -0.2583950459957123, 0.10730569064617157, 0.6128779649734497, -0.10055069625377655, 0.041317425668239594, 0.02471902221441269, 0.036807622760534286]","[1.0, 4.77569121878698e-22, 0.0, 0.0]"
53,"[-1.3497414588928223, -1.4300293922424316, 0.3397619426250458, 1.1000995635986328, -0.6534489989280701, -0.346231609582901, -0.9300982356071472, -2.587667942047119, -0.06365098059177399, -0.1637836992740631, -0.1585642248392105, -0.11551754921674728, -0.030968893319368362, 0.052876781672239304, -0.14950132369995117, 0.11974172294139862, 0.4066489040851593, 0.2595704197883606, 0.26098036766052246, -0.08792805671691895, 0.1146978959441185, 0.7304466366767883, 0.049642447382211685, -0.005424642935395241, -0.054007671773433685, 0.33447471261024475]","[1.0, 5.527026073855501e-22, 0.0, 0.0]"
54,"[-1.372968077659607, -1.3892101049423218, 0.3964785039424896, 1.1201168298721313, -0.7966575622558594, -0.4281708002090454, -0.9057111740112305, -2.4109151363372803, -0.08034225553274155, -0.08269163966178894, -0.10648949444293976, -0.06197565048933029, -0.11777698993682861, -0.11919790506362915, -0.05538242682814598, 0.0992789939045906, 0.19743022322654724, 0.28279194235801697, 0.20894522964954376, -0.18360215425491333, 0.5000320672988892, 0.4351300299167633, 0.14571739733219147, -0.05946515128016472, 0.0022821612656116486, 0.19346700608730316]","[1.0, 6.396563846962338e-22, 0.0, 0.0]"
55,"[-1.407773733139038, -1.367409110069275, 0.3735831081867218, 1.1060537099838257, -0.9187362790107727, -0.41408297419548035, -0.9233697056770325, -2.8263280391693115, -0.19291266798973083, -0.015880979597568512, 0.08651243150234222, -0.09955322742462158, 0.2743855118751526, -0.080759197473526, -0.10645817965269089, 0.42166438698768616, 0.22514881193637848, 0.15077461302280426, 1.7636970281600952, 0.46999314427375793, 0.581689178943634, -0.09002993255853653, 0.11542198807001114, 0.16924169659614563, 0.1315208077430725, -0.05300082638859749]","[1.0, 7.402901460631534e-22, 0.0, 0.0]"
56,"[-1.418294072151184, -1.3250410556793213, 0.29870274662971497, 1.1673176288604736, -1.0722250938415527, -0.4637795686721802, -0.9502741098403931, -2.5638437271118164, -0.19461354613304138, -0.17110726237297058, -0.030181681737303734, -0.14294804632663727, 0.2602962553501129, 0.0894123911857605, -0.1441785991191864, 0.01010589674115181, 0.9030702114105225, -0.051215119659900665, 0.5153006315231323, -0.2312593013048172, 0.20908771455287933, -0.015088003128767014, 0.06242940202355385, 0.23629766702651978, 0.2871992290019989, -0.007654727902263403]","[1.0, 8.567561564712414e-22, 0.0, 0.0]"
57,"[-1.423205852508545, -1.328165888786316, 0.15420854091644287, 1.096543550491333, -0.9716994166374207, -0.38230639696121216, -0.8372151255607605, -3.042145252227783, -0.11814907193183899, 0.08140429854393005, 0.05670222267508507, -0.01578199677169323, -0.13871720433235168, -0.10218466818332672, -0.046313878148794174, 0.027176056057214737, -0.2658887207508087, 0.5061389803886414, 0.3320513069629669, 0.5482305288314819, -0.17339849472045898, 0.1298758089542389, 0.13558329641819, 0.40946611762046814, 0.47689345479011536, 0.20590299367904663]","[1.0, 9.91545196897079e-22, 0.0, 0.0]"
58,"[-1.4047455787658691, -1.316927194595337, 0.13484375178813934, 1.0156314373016357, -0.9704466462135315, -0.32665151357650757, -0.7710661292076111, -2.932644844055176, -0.12207459658384323, -0.08891350030899048, -0.15027371048927307, -0.08634093403816223, -0.13496123254299164, -0.05061991512775421, -0.18285894393920898, -0.1432483196258545, -0.31374961137771606, -0.23549959063529968, 1.182303786277771, 0.3385971188545227, -0.1347116231918335, 0.028899839147925377, 0.5010368824005127, 0.09372878819704056, -0.08443592488765717, -0.04456657916307449]","[1.0, 1.14753972722302e-21, 0.0, 0.0]"
59,"[-1.4406651258468628, -1.2910476922988892, 0.1295253485441208, 0.9310048222541809, -0.782474935054779, -0.35263967514038086, -1.2919927835464478, -4.266886234283447, -0.16517199575901031, 0.12380527704954147, 0.03586992993950844, 0.16561256349086761, -0.13467584550380707, -0.142759308218956, 0.2092253565788269, 0.098640576004982, 0.6480277180671692, -0.17543229460716248, 0.3830278813838959, -0.05843397602438927, 0.01392459124326706, 0.08599936962127686, 0.9856183528900146, 0.0538969524204731, 0.2447921186685562, 0.08454623818397522]","[1.0, 1.3280761368289448e-21, 0.0, 0.0]"
60,"[-1.4357900619506836, -1.2945666313171387, 0.019376853480935097, 0.8775827288627625, -0.7083446383476257, -0.35110849142074585, -7.3334150314331055, -5.921625137329102, -0.17123697698116302, -0.03215399384498596, -0.035606466233730316, 0.019158948212862015, -0.09500133991241455, 0.07642444968223572, -0.17372624576091766, 0.1931529939174652, 0.15698844194412231, -0.19508875906467438, 0.40682289004325867, -0.2949090898036957, 0.863722026348114, -0.1726013720035553, 0.15278680622577667, 0.18309326469898224, 0.14993394911289215, -0.023652318865060806]","[1.0, 1.537015376042269e-21, 0.0, 0.0]"
61,"[-1.443777322769165, -1.2646543979644775, -0.038643978536129, 0.8181262016296387, -0.7852678298950195, -0.43108293414115906, -0.1408427357673645, -5.05730676651001, -0.16978426277637482, -0.06012533977627754, -0.11031228303909302, 0.01640249416232109, -0.057371798902750015, 0.16543041169643402, 0.2653564512729645, -0.1488015204668045, 0.39483755826950073, -0.09652367979288101, -0.2850209176540375, -0.08247067034244537, 0.4349355399608612, 0.2162998765707016, 0.48119762539863586, -0.01652415469288826, 0.09563832730054855, 0.14216697216033936]","[1.0, 1.7788262598495355e-21, 0.0, 0.0]"
62,"[-1.4540890455245972, -1.2431443929672241, -0.08817555010318756, 0.8267862796783447, -0.7102880477905273, -0.5043309926986694, -6.032044410705566, -5.780178070068359, -0.1464269906282425, -0.1468276083469391, -0.15162380039691925, -0.07575410604476929, -0.12336381524801254, 0.10860449820756912, -0.016079742461442947, -0.11442530155181885, 0.17480957508087158, -0.2904808521270752, 0.19861628115177155, 0.10074006021022797, -0.07665253430604935, -0.0955265462398529, 0.3758608400821686, -0.07512147724628448, 0.3052579462528229, -0.07700551301240921]","[1.0, 2.058679272924376e-21, 0.0, 0.0]"
63,"[-1.4344475269317627, -1.2323732376098633, -0.017920242622494698, 0.8295211791992188, -0.7537939548492432, -0.40755796432495117, -6.829239845275879, -5.872818470001221, -0.1047382578253746, -0.0735471174120903, -0.11069633066654205, -0.06595838069915771, -0.09269077330827713, -0.06558407098054886, -0.10492684692144394, 0.15414753556251526, -0.36324381828308105, -0.004229773301631212, 0.0770079642534256, -0.3020104467868805, 0.0490017831325531, -0.14378848671913147, 0.43327096104621887, 0.297696053981781, 0.23023533821105957, 0.26943138241767883]","[1.0, 2.3825606704688418e-21, 0.0, 0.0]"
64,"[-1.4830598831176758, -1.2078452110290527, -0.07499813288450241, 0.8580547571182251, -0.8016074299812317, -0.40648597478866577, -2.307211399078369, -5.159541606903076, -0.18841156363487244, -0.10183486342430115, -0.02806980162858963, -0.11286714673042297, -0.05948612466454506, -0.12625591456890106, -0.13627567887306213, 0.42476293444633484, 0.6424062252044678, -0.31160590052604675, 1.112122654914856, -0.22926054894924164, 0.3632164001464844, 1.0200599431991577, -0.0023688245564699173, -0.08768130093812943, -0.044515207409858704, -0.04544350504875183]","[1.0, 2.757396474525931e-21, 0.0, 0.0]"
65,"[-1.4991134405136108, -1.1838009357452393, -0.13589641451835632, 0.8362002968788147, -0.8342090249061584, -0.4648447334766388, -3.28961181640625, -5.067161560058594, -0.1419660449028015, -0.079857237637043, 0.027679473161697388, -0.15132752060890198, -0.08669032901525497, 0.09671590477228165, 0.02927626110613346, 0.5242253541946411, 0.7434353232383728, -0.3249327540397644, 0.46984052658081055, -0.29773831367492676, 0.42975321412086487, 1.0693022012710571, 0.0048997122794389725, 0.3254789710044861, -0.05876484885811806, 0.30443766713142395]","[1.0, 3.1912032284540185e-21, 0.0, 0.0]"
66,"[-1.5096402168273926, -1.1737793684005737, -0.009515393525362015, 0.8507145643234253, -0.8849084377288818, -0.5535427927970886, -1.97726571559906, -4.543453216552734, -0.16399037837982178, -0.042185455560684204, -0.09438234567642212, -0.07270639389753342, -0.1331603080034256, 0.0058947233483195305, 0.02057112380862236, 0.11339925974607468, -0.16418197751045227, -0.2050565928220749, -0.056608300656080246, -0.008857185021042824, -0.1610315591096878, -0.20828355848789215, 0.2744951546192169, 0.2665310204029083, -0.06823635846376419, -0.06342844665050507]","[1.0, 3.6932588452662664e-21, 0.0, 0.0]"
67,"[-1.506005048751831, -1.1968563795089722, 0.028951331973075867, 0.916330873966217, -0.6199824213981628, -0.580758273601532, -1.9945343732833862, -3.0858154296875, -0.12844835221767426, 0.04364730045199394, -0.0009141042246483266, -0.13209760189056396, -0.05880216136574745, 0.031161796301603317, -0.08300187438726425, -0.14880742132663727, 1.0732074975967407, 0.42912620306015015, 0.12362530082464218, -0.015991102904081345, -0.19400781393051147, 0.3236265480518341, 0.2694970965385437, 0.11009417474269867, 0.6032491326332092, 0.9393738508224487]","[1.0, 4.27429991120935e-21, 0.0, 0.0]"
68,"[-1.491879940032959, -1.2272838354110718, 0.18039336800575256, 0.9937819838523865, -0.4521550238132477, -0.46383336186408997, -0.6885553598403931, -1.2922371625900269, -0.11671379953622818, -0.1254863739013672, -0.07110393792390823, -0.15517646074295044, -0.031087644398212433, 0.09290801733732224, -0.12547191977500916, 0.24132873117923737, 1.33896005153656, 0.4271606206893921, -0.010574507527053356, -0.17851148545742035, 1.1363826990127563, 0.4855473041534424, 0.45623084902763367, 0.12878093123435974, 0.07023220509290695, 0.4054287374019623]","[1.0, 4.946752916671996e-21, 0.0, 0.0]"
69,"[-1.461431622505188, -1.2471712827682495, 0.28866562247276306, 0.9816578030586243, -0.3692372441291809, -0.4310658574104309, -0.49798786640167236, -0.9789719581604004, -0.05826790630817413, -0.09907016158103943, -0.09389039874076843, -0.08368483930826187, -0.13140611350536346, -0.1346530169248581, -0.13021253049373627, 0.3585341274738312, -0.11029403656721115, 0.8835339546203613, -0.10156109184026718, 0.24620354175567627, 1.0687472820281982, 0.8629889488220215, 0.32369786500930786, 0.17194415628910065, 0.9495864510536194, 0.2836396098136902]","[1.0, 5.7249998183201165e-21, 0.0, 0.0]"
70,"[-1.4517823457717896, -1.2864845991134644, 0.2684587836265564, 0.9094552993774414, -0.2627005875110626, -0.36955854296684265, -0.23332226276397705, -0.7056464552879333, -0.044242892414331436, -0.04167686775326729, -0.07100208103656769, -0.06339417397975922, -0.04858434572815895, -0.023186296224594116, -0.1635608822107315, -0.0644586831331253, -0.248867005109787, -0.18017397820949554, 0.24589455127716064, -0.005450419615954161, -0.15312016010284424, -0.19561819732189178, 0.10733845084905624, -0.03140762075781822, 0.15657302737236023, -0.056620702147483826]","[1.0, 6.62568399091029e-21, 0.0, 0.0]"
71,"[-1.479967713356018, -1.288313865661621, 0.21386685967445374, 0.965538501739502, -0.29171547293663025, -0.3833579123020172, -0.057077378034591675, -0.30283114314079285, -0.1190442442893982, -0.012732785195112228, -0.005995434708893299, -0.019710026681423187, -0.006912852171808481, 0.04097519814968109, 0.05512774735689163, -0.03490586578845978, -0.0470723956823349, -0.3009587824344635, -0.0725262239575386, -0.06672137975692749, -0.19102123379707336, -0.07527525722980499, 0.1168304905295372, -0.03010852262377739, -0.013809398747980595, 0.1961887925863266]","[1.0, 7.668068483736703e-21, 0.0, 0.0]"
72,"[-1.498750925064087, -1.292731761932373, 0.19977222383022308, 0.9671721458435059, -0.30431506037712097, -0.4560648202896118, 0.040049392729997635, -0.17069490253925323, -0.11671040207147598, -0.010982329957187176, 0.02896745502948761, -0.01822134293615818, -0.06821559369564056, -0.05834235996007919, -0.06866507977247238, -0.08625621348619461, -0.16862235963344574, 0.07259625941514969, 0.09031465649604797, -0.1216081902384758, 0.711405873298645, 0.7032454013824463, 0.3697352111339569, 0.3424050807952881, 0.2583281695842743, 0.012550830841064453]","[1.0, 8.874445168072804e-21, 0.0, 0.0]"
73,"[-1.5062401294708252, -1.3106451034545898, 0.17869116365909576, 0.9326879382133484, -0.4322287440299988, -0.6966402530670166, -0.1967303454875946, -0.8353146910667419, -0.1465969681739807, -0.09309904277324677, -0.11606785655021667, -0.06035351753234863, -0.07208172976970673, 0.06431322544813156, -0.09755811840295792, -0.04130871221423149, -0.2930930554866791, -0.015012227930128574, -0.14326007664203644, -0.10624481737613678, 0.5889126658439636, 1.0568228960037231, 0.14748597145080566, 0.20540954172611237, 0.27639007568359375, 0.2972681224346161]","[1.0, 1.027061618213721e-20, 0.0, 0.0]"
74,"[-1.4957528114318848, -1.3302713632583618, 0.19930879771709442, 0.9028563499450684, -0.6310819983482361, -1.0422197580337524, -0.5189401507377625, -1.7293400764465332, -0.20293807983398438, -0.05770165100693703, -0.021564407274127007, -0.09160725027322769, -0.07455992698669434, -0.10084213316440582, -0.14252488315105438, -0.060125503689050674, -0.09489549696445465, 0.04519076645374298, -0.32924920320510864, 0.17347031831741333, -0.20292110741138458, -0.06656941026449203, 0.24273063242435455, 0.3255533277988434, 0.28313663601875305, 0.11059492081403732]","[1.0, 1.1886437576164257e-20, 0.0, 0.0]"
75,"[-1.4663230180740356, -1.349043369293213, 0.216348797082901, 0.9071857333183289, -0.6830450892448425, -1.1558407545089722, -0.6160847544670105, -2.015871524810791, -0.3089980185031891, -0.03740749880671501, -0.02415318973362446, -0.05051054432988167, -0.13164131343364716, -0.08424517512321472, -0.15699045360088348, 0.04202401638031006, 0.4122697412967682, 0.07535678148269653, 0.4570273458957672, 0.08571683615446091, 0.005210984032601118, 0.09684676676988602, 0.33164075016975403, 0.683005690574646, 0.39914438128471375, -0.060303691774606705]","[1.0, 1.3756469182328608e-20, 0.0, 0.0]"
